epoch,train_loss,val_loss
0,13.272543350855509,13.15072030732126
1,12.902900308370588,12.754981445543693
2,12.371488004922867,12.102879697626285
3,11.644267896811169,11.23071826588024
4,10.636583199103672,10.01498976620761
5,9.327263399958607,8.63988549781568
6,7.882300302386285,7.241280591849124
7,6.696321204304694,6.157970858342719
8,5.891549830635388,5.397299441424283
9,5.220107773939768,4.829500158627828
10,4.7664368028442095,4.360457232504179
11,4.236736588180063,3.9444280248699766
12,3.854805052280426,3.5967679457231
13,3.4608963405092545,3.2310895973985847
14,3.212747304389873,3.00893010153915
15,2.9983248487114893,2.8466429403333953
16,2.911274001002312,2.788172830234874
17,2.7474130044380827,2.6334599057833343
18,2.7115332596003996,2.5546502597404244
19,2.633305914700031,2.461403480081848
20,2.4850143914421414,2.33585537834601
21,2.44536037494739,2.387716042272972
22,2.373500734567642,2.2648737936308896
23,2.3269327705105134,2.2573604258623985
24,2.2046223171055317,2.118550312338454
25,2.14486986771226,2.0019542836781707
26,2.115393240004779,2.0539941390355434
27,2.029505386948585,1.9871251041238958
28,2.0570476142068697,1.9739660440069255
29,1.9850949396689734,1.9848660501566804
30,1.916524992634852,1.8545878841118377
31,1.9253514495988684,1.7804202997323237
32,1.8519882634282112,1.8116053397005254
33,1.831797014921904,1.766085495551427
34,1.7658368088305,1.7358290607278992
35,1.742432400584221,1.8381110646507954
36,1.7730666473507883,1.5745348063382234
37,1.7228669046113894,1.6037671924992039
38,1.6315134788552916,1.6336683603850277
39,1.649640787392855,1.619213299317793
40,1.6115924976766112,1.538332520560785
41,1.5919230468571182,1.4840092686089605
42,1.602772464354834,1.535056189831459
43,1.5528977798918884,1.4708148692593426
44,1.5367689915001397,1.4828218140385367
45,1.477720988293489,1.4338719022996496
46,1.4693081478277843,1.4195352241848456
47,1.466937065745393,1.3928969457294
48,1.440715308611592,1.3456672989960872
49,1.3889757518966996,1.4054670406110354
50,1.38806385671099,1.3802569314385909
51,1.3636364676058292,1.2825956931619933
52,1.3465924113988874,1.257560083360383
53,1.3401331920176747,1.2870699492367832
54,1.3459137038638194,1.243395324909326
55,1.2877470528086021,1.247018201784654
56,1.2901403903961186,1.2289899470228138
57,1.2619488214453063,1.1882563856515018
58,1.2342252836873138,1.1869593488447596
59,1.2281079093615213,1.1499089675419258
60,1.2100059793641167,1.1757627960407373
61,1.2111289165914059,1.148991004084096
62,1.1921077501028774,1.097590334036133
63,1.1972894134620822,1.1134180968458
64,1.1756405830383305,1.1182185239864117
65,1.1533945277333257,1.1307006017728285
66,1.16037505492568,1.0976777591488578
67,1.1501913219690325,1.0926302590153436
68,1.1320862652113044,1.0674362670291553
69,1.1220878834525747,1.0469097458955012
70,1.1225560872505105,1.0659576236750141
71,1.099832264706493,1.071939497734561
72,1.1100888258467114,1.0518302384651068
73,1.0990226976573472,1.028395655028748
74,1.0960679333657026,1.038408164725159
75,1.1021814023454983,1.0186447223479094
76,1.0776846644779043,1.0372429061116595
77,1.0891058656076593,1.0262330230889898
78,1.0712463315576313,1.0186920834310127
79,1.074001407250762,1.029398100394191
80,1.0709773780157166,1.018161662713145
81,1.0745561992128687,1.0172264386307113
82,1.060615129147967,1.0199731836716337
83,1.063008791146179,1.0054191039367155
84,1.0620633239547417,1.0184120188156767
85,1.0670468801011646,1.01270239461552
86,1.0560914843032758,0.9972557240363323
87,1.0607676245272157,1.0053665958570712
88,1.0533975083380935,1.0098823159933092
89,1.0455397268136344,1.0070359431432956
90,1.0504489683856564,0.9941575509129148
91,1.0507099541525047,0.9946206609408065
92,1.0476789784928162,1.0029158759297747
93,1.0398038023461895,0.9891365879412853
94,1.0405963826924567,0.9965815164826131
95,1.0366563865294063,0.9996332729404624
96,1.027473633488019,0.9956714063882828
97,1.0296747585137689,0.9907401425368858
98,1.0296700789282722,0.9912904261639623
99,1.0284863803535702,0.9938547195810258
